name,state,lat,lng,sector_label
Eastern Washington University,Washington,47.490667,-117.583808,Public
Eastwick College-Ramsey,New Jersey,41.057866,-74.131486,For-Profit
Ecclesia College,Arkansas,36.2141,-94.236643,Private
Eckerd College,Florida,27.715798,-82.687043,Private
ECPI University,Virginia,36.842526,-76.178773,For-Profit
Ecumenical Theological Seminary,Michigan,42.344129,-83.055266,Private
Eden Theological Seminary,Missouri,38.592307,-90.345605,Private
Edgewood College,Wisconsin,43.057059,-89.422884,Private
EDIC College,Puerto Rico,18.242588,-66.025311,For-Profit
Edinboro University of Pennsylvania,Pennsylvania,41.870717,-80.121318,Public
Edmonds Community College,Washington,47.816376,-122.327598,Public
EDP University of Puerto Rico Inc-San Juan,Puerto Rico,18.415375,-66.055403,Private
EDP University of Puerto Rico Inc-San Sebastian,Puerto Rico,18.334858,-66.990909,Private
EDP University of Puerto Rico-Humacao,Puerto Rico,18.150762,-65.82455,Private
EDP University of Puerto Rico-Manati,Puerto Rico,18.429431,-66.490949,Private
EDP University of Puerto Rico-Villalba,Puerto Rico,18.109811,-66.505648,Private
Edward Via College of Osteopathic Medicine,Virginia,37.199659,-80.406018,Private
Edward Waters College,Florida,30.34479,-81.684879,Private
Elizabeth City State University,North Carolina,36.277978,-76.214041,Public
Elizabethtown College,Pennsylvania,40.149236,-76.593224,Private
Elizabethtown College School of Continuing and Professional Studies,Pennsylvania,40.149236,-76.593224,Private
Elmezzi Graduate School of Molecular Medicine,New York,40.775582,-73.702257,Private
Elmhurst College,Illinois,41.897164,-87.945369,Private
Elmira College,New York,42.0961,-76.813459,Private
Elon University,North Carolina,36.104148,-79.50344,Private
Embry-Riddle Aeronautical University-Daytona Beach,Florida,29.189903,-81.048367,Private
Embry-Riddle Aeronautical University-Prescott,Arizona,34.616766,-112.449741,Private
Embry-Riddle Aeronautical University-Worldwide,Florida,29.189903,-81.048367,Private
Emerson College,Massachusetts,42.352202,-71.065384,Private
Emmanuel College,Georgia,34.283641,-83.14822,Private
Emmanuel College,Massachusetts,42.340602,-71.103634,Private
Emmaus Bible College,Iowa,42.508307,-90.706011,Private
Emory & Henry College,Virginia,36.772857,-81.829142,Private
Emory University,Georgia,33.790183,-84.325512,Private
Emperor's College of Traditional Oriental Medicine,California,34.030438,-118.485119,For-Profit
Empire College,California,38.468052,-122.729337,For-Profit
Emporia State University,Kansas,38.414784,-96.179021,Public
Endicott College,Massachusetts,42.553296,-70.840847,Private
Epic Bible College,California,38.645152,-121.362642,Private
Episcopal Theological Seminary of the Southwest,Texas,30.293092,-97.732652,Private
Erikson Institute,Illinois,41.890663,-87.632178,Private
Erskine College,South Carolina,34.332087,-82.39095,Private
Escuela de Artes Plasticas y Diseno de Puerto Rico,Puerto Rico,18.46778,-66.121348,Public
Eureka College,Illinois,40.71482,-89.269624,Private
Evangel University,Missouri,37.220956,-93.262614,Private
Evangelical Theological Seminary,Pennsylvania,40.372981,-76.306252,Private
Everglades University,Florida,26.391218,-80.108331,Private
Excelsior College,New York,42.705487,-73.862981,Private
Fairfield University,Connecticut,41.157673,-73.255903,Private
Fairleigh Dickinson University-Florham Campus,New Jersey,40.774498,-74.432121,Private
Fairleigh Dickinson University-Metropolitan Campus,New Jersey,40.897209,-74.028986,Private
Fairmont State University,West Virginia,39.483079,-80.162433,Public
Faith Baptist Bible College and Theological Seminary,Iowa,41.737082,-93.624422,Private
Faith International University,Washington,47.280168,-122.51687,Private
Faith Theological Seminary,Maryland,39.371639,-76.605906,Private
Faith Theological Seminary and Christian College,Florida,28.018844,-82.582376,Private
Family of Faith Christian University,Oklahoma,35.462234,-96.901413,Private
Farmingdale State College,New York,40.754224,-73.42832,Public
Fashion Institute of Technology,New York,40.74731,-73.994781,Public
Faulkner University,Alabama,32.384181,-86.21641,Private
Fayetteville State University,North Carolina,35.073641,-78.891696,Public
Feather River Community College District,California,39.953101,-120.973067,Public
Felician University,New Jersey,40.867272,-74.096452,Private
Ferris State University,Michigan,43.687724,-85.481925,Public
Ferrum College,Virginia,36.926912,-80.021639,Private
FIDM-Fashion Institute of Design & Merchandising-Los Angeles,California,34.044209,-118.25993,For-Profit
FIDM-Fashion Institute of Design & Merchandising-San Francisco,California,37.786353,-122.406651,For-Profit
Fielding Graduate University,California,34.42941,-119.717161,Private
Finlandia University,Michigan,47.127868,-88.588756,Private
Fisher College,Massachusetts,42.355253,-71.074125,Private
Fisk University,Tennessee,36.167087,-86.804805,Private
Fitchburg State University,Massachusetts,42.588298,-71.789666,Public
Five Branches University,California,36.964348,-121.998245,For-Profit
Five Towns College,New York,40.794506,-73.369348,For-Profit
Flagler College-St Augustine,Florida,29.892733,-81.314887,Private
Flagler College-Tallahassee,Florida,30.443866,-84.339,Private
Florida Agricultural and Mechanical University,Florida,30.428504,-84.290226,Public
Florida Atlantic University,Florida,26.372421,-80.102978,Public
Florida Coastal School of Law,Florida,30.232676,-81.580093,For-Profit
Florida College,Florida,28.034936,-82.383289,Private
Florida College of Integrative Medicine,Florida,28.46359,-81.401757,For-Profit
Florida Gateway College,Florida,30.175298,-82.5679,Public
Florida Gulf Coast University,Florida,26.463638,-81.7726,Public
Florida Institute of Technology,Florida,28.065815,-80.622893,Private
Florida Institute of Technology-Online,Florida,28.065754,-80.624378,Private
Florida International University,Florida,25.75732,-80.373928,Public
Florida Memorial University,Florida,25.918278,-80.270753,Private
Florida National University-Main Campus,Florida,25.86178,-80.321846,For-Profit
Florida Polytechnic University,Florida,28.150149,-81.845995,Public
Florida Southern College,Florida,28.032443,-81.948203,Private
Florida SouthWestern State College,Florida,26.552403,-81.887102,Public
Florida State College at Jacksonville,Florida,30.334918,-81.659901,Public
Florida State University,Florida,30.440756,-84.291921,Public
Florida Technical College,Florida,28.573275,-81.196503,For-Profit
Fontbonne University,Missouri,38.642697,-90.315712,Private
Foothill College,California,37.361655,-122.127964,Public
Fordham University,New York,40.859354,-73.882705,Private
Fort Hays State University,Kansas,38.872156,-99.342503,Public
Fort Lewis College,Colorado,37.275939,-107.867422,Public
Fort Valley State University,Georgia,32.537595,-83.89537,Public
Framingham State University,Massachusetts,42.297116,-71.437565,Public
Francis Marion University,South Carolina,34.189777,-79.652854,Public
Franciscan Missionaries of Our Lady University,Louisiana,30.401379,-91.110587,Private
Franciscan School of Theology,California,33.232416,-117.320066,Private
Franciscan University of Steubenville,Ohio,40.376919,-80.620524,Private
Franklin and Marshall College,Pennsylvania,40.048045,-76.319037,Private
Franklin College,Indiana,39.478298,-86.047182,Private
Franklin Pierce University,New Hampshire,42.78014,-72.058011,Private
Franklin University,Ohio,39.95831,-82.990375,Private
Franklin W Olin College of Engineering,Massachusetts,42.293527,-71.263378,Private
Freed-Hardeman University,Tennessee,35.440611,-88.637964,Private
Fremont College,California,33.868382,-118.097019,For-Profit
Fresno Pacific University,California,36.726831,-119.735199,Private
Friends University,Kansas,37.678459,-97.367048,Private
Front Range Community College,Colorado,39.901452,-105.038068,Public
Frontier Nursing University,Kentucky,37.165605,-83.37937,Private
Frostburg State University,Maryland,39.650918,-78.934293,Public
Full Sail University,Florida,28.596546,-81.301286,For-Profit
Fuller Theological Seminary,California,34.14778,-118.140261,Private
Furman University,South Carolina,34.924676,-82.440458,Private
Future Generations University,West Virginia,38.70907,-79.405423,Private
Galen College of Nursing-Cincinnati,Ohio,39.283693,-84.365946,For-Profit
Galen College of Nursing-Louisville,Kentucky,38.277005,-85.695972,For-Profit
Galen College of Nursing-San Antonio,Texas,29.507685,-98.585653,For-Profit
Galen College of Nursing-Tampa Bay,Florida,27.865391,-82.648151,For-Profit
Gallaudet University,District of Columbia,38.907371,-76.993675,Private
Galveston College,Texas,29.284735,-94.807686,Public
Gannon University,Pennsylvania,42.128403,-80.087166,Private
Gardner-Webb University,North Carolina,35.24732,-81.668141,Private
Garrett-Evangelical Theological Seminary,Illinois,42.056221,-87.675497,Private
Geisinger Commonwealth School of Medicine,Pennsylvania,41.413415,-75.655478,Private
Gemini School of Visual Arts & Communication,Texas,30.50915,-97.846121,For-Profit
Geneva College,Pennsylvania,40.772518,-80.321826,Private
George Fox University,Oregon,45.303629,-122.967494,Private
George Mason University,Virginia,38.829976,-77.307428,Public
George Washington University,District of Columbia,38.89923,-77.048363,Private
Georgetown College,Kentucky,38.207615,-84.553767,Private
Georgetown University,District of Columbia,38.908809,-77.073463,Private
Georgia College & State University,Georgia,33.082787,-83.231962,Public
Georgia Gwinnett College,Georgia,33.979409,-84.00459,Public
Georgia Highlands College,Georgia,34.169791,-85.207356,Public
Georgia Institute of Technology-Main Campus,Georgia,33.77242,-84.394832,Public
Georgia Military College,Georgia,33.07944,-83.224211,Public
Georgia Southern University,Georgia,32.426153,-81.784045,Public
Georgia Southwestern State University,Georgia,32.054662,-84.217738,Public
Georgia State University,Georgia,33.7527,-84.38667,Public
Georgian Court University,New Jersey,40.099617,-74.228186,Private
Gettysburg College,Pennsylvania,39.836597,-77.236792,Private
Glasgow Caledonian New York College,New York,40.723346,-74.001699,Private
Glendale Career College,California,34.149771,-118.254719,For-Profit
Glenville State College,West Virginia,38.93547,-80.834295,Public
Gnomon,California,34.089501,-118.329083,For-Profit
Goddard College,Vermont,44.279087,-72.438388,Private
Gods Bible School and College,Ohio,39.1153,-84.505703,Private
Golden Gate University-San Francisco,California,37.789374,-122.398969,Private
Goldey-Beacom College,Delaware,39.741501,-75.689624,Private
Gonzaga University,Washington,47.666531,-117.400625,Private
Good Samaritan College of Nursing and Health Science,Ohio,39.140348,-84.521196,Private
Goodwin College,Connecticut,41.742977,-72.64032,Private
Gordon College,Massachusetts,42.590567,-70.82151,Private
Gordon State College,Georgia,33.04571,-84.154508,Public
Gordon-Conwell Theological Seminary,Massachusetts,42.613475,-70.846386999999993,Private
Goshen College,Indiana,41.563582,-85.827795,Private
Goucher College,Maryland,39.410175,-76.594843,Private
Governors State University,Illinois,41.449103,-87.716441,Public
Grace Christian University,Michigan,42.919541,-85.692077,Private
Grace College and Theological Seminary,Indiana,41.22595,-85.814228,Private
Grace College of Divinity,North Carolina,35.058616,-78.961305,Private
Grace Mission University,California,33.867663,-117.958208,Private
Grace School of Theology,Texas,30.205731,-95.472493,Private
Graceland University-Lamoni,Iowa,40.615966,-93.924893,Private
Graduate Theological Union,California,37.87554,-122.261847,Private
Grambling State University,Louisiana,32.523797,-92.713245,Public
Grand Canyon University,Arizona,33.513231,-112.129929,For-Profit
Grand Valley State University,Michigan,42.963001,-85.889826,Public
Grand View University,Iowa,41.620813,-93.604352,Private
Granite State College,New Hampshire,43.19291,-71.527241,Public
Grantham University,Kansas,38.92258,-94.771491,For-Profit
Gratz College,Pennsylvania,40.067206,-75.133915,Private
Grays Harbor College,Washington,46.953881,-123.803068,Public
Grayson College,Texas,33.70574,-96.633891,Public
Great Basin College,Nevada,40.84343,-115.767274,Public
Great Lakes Christian College,Michigan,42.754249,-84.638714,Private
Green Mountain College,Vermont,43.517785,-73.241862,Private
Green River College,Washington,47.313648,-122.175819,Public
Greensboro College,North Carolina,36.071082,-79.800232,Private
Greenville Technical College,South Carolina,34.826212,-82.371178,Public
Greenville University,Illinois,38.894162,-89.40824,Private
Grinnell College,Iowa,41.747952,-92.722094,Private
Grove City College,Pennsylvania,41.1558,-80.081481,Private
Guidance College,Texas,29.760925,-95.703871,Private
Guilford College,North Carolina,36.094233,-79.887737,Private
Gulf Coast State College,Florida,30.185542,-85.727918,Public
Gurnick Academy of Medical Arts,California,37.547377,-122.307618,For-Profit
Gustavus Adolphus College,Minnesota,44.323626,-93.972196,Private
Gwynedd Mercy University,Pennsylvania,40.202804,-75.236601,Private
Hallmark University,Texas,29.538442,-98.568618,Private
Hamilton College,New York,43.050245,-75.408195,Private
Hamilton Technical College,Iowa,41.573888,-90.560088,For-Profit
Hamline University,Minnesota,44.966246,-93.164479,Private
Hampden-Sydney College,Virginia,37.240615,-78.464216,Private
Hampshire College,Massachusetts,42.325852,-72.531469,Private
Hampton University,Virginia,37.019944,-76.339161,Private
Hannibal-LaGrange University,Missouri,39.729015,-91.39094,Private
Hanover College,Indiana,38.715642,-85.460051000000007,Private
Hardin-Simmons University,Texas,32.476434,-99.73564,Private
Harding University,Arkansas,35.247386,-91.726143,Private
Harris-Stowe State University,Missouri,38.631744,-90.224288,Public
Harrisburg University of Science and Technology,Pennsylvania,40.26193,-76.880261,Private
Hartford Seminary,Connecticut,41.769861,-72.707766,Private
Hartwick College,New York,42.457599,-75.071994,Private
Harvard University,Massachusetts,42.374471,-71.118313,Private
Harvey Mudd College,California,34.106515,-117.709837,Private
Haskell Indian Nations University,Kansas,38.938834,-95.232879,Public
Hastings College,Nebraska,40.59025,-98.374403,Private
Haverford College,Pennsylvania,40.007452,-75.305207,Private
Hawaii Pacific University,Hawaii,21.310306,-157.859645,Private
Hazelden Betty Ford Graduate School of Addiction Studies,Minnesota,45.375319,-92.805285,Private
HCI College,Florida,26.702663,-80.085147,For-Profit
Hebrew College,Massachusetts,42.325677,-71.189226,Private
Hebrew Theological College,Illinois,42.010103,-87.760874,Private
Hebrew Union College-Jewish Institute of Religion,New York,40.728938,-73.994499,Private
Heidelberg University,Ohio,41.114833,-83.168387,Private
Helene Fuld College of Nursing,New York,40.802495,-73.943356,Private
Hellenic College-Holy Cross Greek Orthodox School of Theology,Massachusetts,42.317018,-71.129418,Private
Henderson State University,Arkansas,34.128155,-93.059703,Public
Hendrix College,Arkansas,35.101565,-92.443256,Private
Henry Ford College,Michigan,42.324639,-83.236056,Public
Heritage Bible College,North Carolina,35.307368,-78.664393,Private
Heritage Christian University,Alabama,34.856153,-87.663051,Private
Heritage University,Washington,46.3748,-120.394972,Private
Herzing University-Akron,Ohio,41.02817,-81.493109,Private
Herzing University-Atlanta,Georgia,33.754218,-84.387251,Private
Herzing University-Birmingham,Alabama,33.468466,-86.832465,Private
Herzing University-Brookfield,Wisconsin,43.035738,-88.110994,Private
Herzing University-Kenner,Louisiana,30.001605,-90.239525,Private
Herzing University-Kenosha,Wisconsin,42.603889,-87.857452,Private
Herzing University-Madison,Wisconsin,43.14415,-89.291561,Private
Herzing University-Minneapolis,Minnesota,44.975225,-93.404863,Private
Herzing University-Toledo,Ohio,41.639266,-83.665453,Private
Herzing University-Winter Park,Florida,28.615784,-81.312669,Private
Hesston College,Kansas,38.134558,-97.433883,Private
High Point University,North Carolina,35.972035,-79.994675,Private
High Tech High Graduate School of Education,California,32.732001,-117.217661,Private
Highline College,Washington,47.388231,-122.303064,Public
Hilbert College,New York,42.75464,-78.820257,Private
Hillsdale College,Michigan,41.933682,-84.633195,Private
Hiram College,Ohio,41.3107,-81.143981,Private
Hiwassee College,Tennessee,35.558912,-84.364117,Private
Hobart William Smith Colleges,New York,42.858131,-76.985516,Private
Hobe Sound Bible College,Florida,27.066304,-80.13184,Private
Hodges University,Florida,26.27591,-81.738388,Private
Hofstra University,New York,40.715959,-73.60078,Private
Hollins University,Virginia,37.354201,-79.943277,Private
Holy Apostles College and Seminary,Connecticut,41.60682,-72.647853,Private
Holy Cross College,Indiana,41.698996,-86.253822,Private
Holy Family College,Wisconsin,44.071038,-87.742961,Private
Holy Family University,Pennsylvania,40.060581,-74.986451,Private
Holy Names University,California,37.802276,-122.187804,Private
Homestead Schools,California,33.809096,-118.35009,Private
Hondros College of Nursing,Ohio,40.084407,-82.901039,For-Profit
Hood College,Maryland,39.420631,-77.419049,Private
Hood Theological Seminary,North Carolina,35.644603,-80.480643,Private
Hope College,Michigan,42.787298,-86.102089,Private
Hope International University,California,33.87616,-117.88573,Private
Horizon University,Indiana,39.894654,-85.986809,Private
Houghton College,New York,42.426137,-78.155426,Private
Houston Baptist University,Texas,29.693819,-95.515954,Private
Houston Graduate School of Theology,Texas,29.673594,-95.448846,Private
Howard Payne University,Texas,31.716467,-98.985204,Private
Howard University,District of Columbia,38.922392,-77.018966,Private
Huertas College,Puerto Rico,18.236147,-66.025572,For-Profit
Hult International Business School,Massachusetts,42.369968,-71.070645,Private
Humacao Community College,Puerto Rico,18.148274,-65.826857,Private
Humboldt State University,California,40.877481,-124.078293,Public
Humphreys University-Stockton and Modesto Campuses,California,38.011489,-121.316918,Private
Huntingdon College,Alabama,32.351034,-86.284366,Private
Huntington University,Indiana,40.898152,-85.497317,Private
Huntington University of Health Sciences,Tennessee,36.02788,-83.993531,For-Profit
Huntsville Bible College,Alabama,34.750363,-86.594888,Private
Hussian College School of Art,Pennsylvania,39.962505,-75.164185,For-Profit
Hussian College-Daymar College Bowling Green,Kentucky,36.968327,-86.473717,For-Profit
Hussian College-Daymar College Clarksville,Tennessee,36.582865,-87.312856,For-Profit
Hussian College-Daymar College Murfreesboro,Tennessee,35.815421,-86.40237,For-Profit
Hussian College-Daymar College Nashville,Tennessee,36.14608,-86.671921,For-Profit
Hussian College-Studio School Los Angeles,California,34.054877,-118.26069,For-Profit
Husson University,Maine,44.829002,-68.791476,Private
Huston-Tillotson University,Texas,30.264667,-97.721691,Private
Icahn School of Medicine at Mount Sinai,New York,40.790063,-73.952812,Private
Idaho College of Osteopathic Medicine,Idaho,43.594515,-116.376042,For-Profit
Idaho State University,Idaho,42.863832,-112.432312,Public
IGlobal University,Virginia,38.915226,-77.227315,For-Profit
Iliff School of Theology,Colorado,39.675927,-104.960657,Private
Ilisagvik College,Alaska,71.324702,-156.679486,Public
Illinois College,Illinois,39.7313,-90.246171,Private
Illinois College of Optometry,Illinois,41.835447,-87.623016,Private
Illinois Institute of Technology,Illinois,41.8313,-87.627321,Private
Illinois State University,Illinois,40.509403,-88.990058,Public
Illinois Wesleyan University,Illinois,40.489901,-88.992014,Private
Immaculata University,Pennsylvania,40.027981,-75.570711,Private
Independence University,Utah,40.684326,-111.870034,Private
Indian River State College,Florida,27.42416,-80.358682,Public
Indiana Institute of Technology,Indiana,41.078365,-85.116479,Private
Indiana Institute of Technology-College of Professional Studies,Indiana,41.076613,-85.115424,Private
Indiana State University,Indiana,39.469073,-87.407846,Public
Indiana University of Pennsylvania-Main Campus,Pennsylvania,40.617531,-79.159332,Public
Indiana University-Bloomington,Indiana,39.16609,-86.526559,Public
Indiana University-East,Indiana,39.868707,-84.881923,Public
Indiana University-Kokomo,Indiana,40.460062,-86.132048,Public
Indiana University-Northwest,Indiana,41.557324,-87.337249,Public
Indiana University-Purdue University-Indianapolis,Indiana,39.772948,-86.172217,Public
Indiana University-South Bend,Indiana,41.665324,-86.221991,Public
Indiana University-Southeast,Indiana,38.345191,-85.819985,Public
Indiana Wesleyan University-Marion,Indiana,40.517937,-85.667503,Private
Indiana Wesleyan University-National & Global,Indiana,40.510655,-85.677641,Private
Institute for Clinical Social Work,Illinois,41.876064,-87.627217,Private
Institute for Doctoral Studies in the Visual Arts,Maine,43.65405,-70.272161,Private
Institute of American Indian and Alaska Native Culture and Arts Development,New Mexico,35.586563,-106.010015,Public
Institute of Buddhist Studies,California,37.866732,-122.266105,Private
Institute of Clinical Acupuncture & Oriental Med,Hawaii,21.313602,-157.86111,For-Profit
Institute of Lutheran Theology,South Dakota,44.308861,-96.789515,Private
Institute of Production and Recording,Minnesota,44.982063,-93.272011,For-Profit
Institute of Taoist Education and Acupuncture,Colorado,39.987288,-105.139444,Private
Institute of World Politics,District of Columbia,38.910537,-77.036112,Private
Inter American University of Puerto Rico-Aguadilla,Puerto Rico,18.467886,-67.121671,Private
Inter American University of Puerto Rico-Arecibo,Puerto Rico,18.47509,-66.75901,Private
Inter American University of Puerto Rico-Barranquitas,Puerto Rico,18.182777,-66.303153,Private
Inter American University of Puerto Rico-Bayamon,Puerto Rico,18.351631,-66.182473,Private
Inter American University of Puerto Rico-Fajardo,Puerto Rico,18.329222,-65.648052,Private
Inter American University of Puerto Rico-Guayama,Puerto Rico,17.96635,-66.108164,Private
Inter American University of Puerto Rico-Metro,Puerto Rico,18.368988,-66.077711,Private
Inter American University of Puerto Rico-Ponce,Puerto Rico,18.007388,-66.578498,Private
Inter American University of Puerto Rico-San German,Puerto Rico,18.08353,-67.05082,Private
Inter American University of Puerto Rico-School of Law,Puerto Rico,18.428145,-66.072656,Private
Inter American University of Puerto Rico-School of Optometry,Puerto Rico,18.353624,-66.180514,Private
Interdenominational Theological Center,Georgia,33.752338,-84.409207,Private
Interior Designers Institute,California,33.641393,-117.865722,For-Profit
International Baptist College and Seminary,Arizona,33.273788,-111.879629,Private
International Institute for Restorative Practices,Pennsylvania,40.62154,-75.381582,Private
International Technological University,California,37.38881,-121.930991,Private
Iona College,New York,40.925725,-73.788046,Private
Iowa State University,Iowa,42.026212,-93.648504,Public
Iowa Wesleyan University,Iowa,40.973791,-91.552459,Private
Irell & Manella Graduate School of Biological Sciences at City of Hope,California,34.129048,-117.972791,Private
Ithaca College,New York,42.422154,-76.494136,Private
Jackson College,Michigan,42.16483,-84.403942,Public
Jackson State University,Mississippi,32.296105,-90.207405,Public
Jacksonville State University,Alabama,33.822938,-85.765321,Public
Jacksonville University,Florida,30.353227,-81.60458,Private
James Madison University,Virginia,38.436311,-78.870484,Public
Jamestown Business College,New York,42.095452,-79.249601,For-Profit
Jarvis Christian College,Texas,32.587942,-95.181513,Private
Jewish Theological Seminary of America,New York,40.811892,-73.960582,Private
John Brown University,Arkansas,36.189812,-94.560283,Private
John Carroll University,Ohio,41.491321,-81.531338,Private
John F. Kennedy University,California,37.956616,-122.054761,Private
John Paul the Great Catholic University,California,33.12085,-117.082401,Private
Johns Hopkins University,Maryland,39.328977,-76.621595,Private
Johnson & Wales University-Charlotte,North Carolina,35.233502,-80.851208,Private
Johnson & Wales University-Denver,Colorado,39.746101,-104.906281,Private
Johnson & Wales University-North Miami,Florida,25.894337,-80.164797,Private
Johnson & Wales University-Online,Rhode Island,41.819956,-71.41277,Private
Johnson & Wales University-Providence,Rhode Island,41.819956,-71.41277,Private
Johnson C Smith University,North Carolina,35.243033,-80.857251,Private
Johnson University,Tennessee,35.937193,-83.750273000000007,Private
Johnson University Florida,Florida,28.302547,-81.363053,Private
Jose Maria Vargas University,Florida,26.009656,-80.281548,For-Profit
Judson College,Alabama,32.629253,-87.315206,Private
Judson University,Illinois,42.061754,-88.291336,Private
Jung Tao School of Classical Chinese Medicine,North Carolina,36.263233,-81.785303,Private
Juniata College,Pennsylvania,40.500523,-78.017292,Private
Kalamazoo College,Michigan,42.290789,-85.601857,Private
Kansas Christian College,Kansas,38.994848,-94.666878,Private
Kansas City Art Institute,Missouri,39.046353,-94.583594,Private
Kansas City University of Medicine and Biosciences,Missouri,39.107553,-94.561374,Private
Kansas City University of Medicine and Biosciences-Joplin,Missouri,37.057686,-94.527028,Private
Kansas State University,Kansas,39.188648,-96.581077,Public
Kansas Wesleyan University,Kansas,38.813795,-97.607973,Private
Kean University,New Jersey,40.677981,-74.233503,Public
Keck Graduate Institute,California,34.093329,-117.72351,Private
Keene State College,New Hampshire,42.926452,-72.279276,Public
Kehilath Yakov Rabbinical Seminary,New York,41.220521,-73.814887,Private
Keiser University-Ft Lauderdale,Florida,26.185869,-80.163959,Private
Kennesaw State University,Georgia,34.038807,-84.583052,Public
Kenrick Glennon Seminary,Missouri,38.584608,-90.324024,Private
Kent State University at Ashtabula,Ohio,41.888296,-80.830377,Public
Kent State University at East Liverpool,Ohio,40.616966,-80.576702,Public
Kent State University at Geauga,Ohio,41.483727,-81.143085,Public
Kent State University at Kent,Ohio,41.146653,-81.342533,Public
Kent State University at Salem,Ohio,40.86408,-80.835458,Public
Kent State University at Stark,Ohio,40.868568,-81.43731,Public
Kent State University at Trumbull,Ohio,41.278748,-80.836232999999993,Public
Kent State University at Tuscarawas,Ohio,40.467736,-81.407707,Public
Kentucky Christian University,Kentucky,38.338805,-82.945561,Private
Kentucky Mountain Bible College,Kentucky,37.603443,-83.438765,Private
Kentucky State University,Kentucky,38.201427,-84.855402,Public
Kentucky Wesleyan College,Kentucky,37.744489,-87.119658,Private
Kenyon College,Ohio,40.374408,-82.397977,Private
Keser Torah-Mayan Hatalmud,New Jersey,40.098369,-74.17029,Private
Kettering College,Ohio,39.695052,-84.192006,Private
Kettering University,Michigan,43.012468,-83.71282,Private
Keuka College,New York,42.615253,-77.090562,Private
Keystone College,Pennsylvania,41.558969,-75.777456,Private
King University,Tennessee,36.585309,-82.159421,Private
King's College,Pennsylvania,41.250097,-75.879822,Private
Knox College,Illinois,40.943064,-90.373165,Private
Kutztown University of Pennsylvania,Pennsylvania,40.513561,-75.783933,Public
Kuyper College,Michigan,43.02195,-85.592657,Private
La Roche University,Pennsylvania,40.568615,-80.014851,Private
La Salle University,Pennsylvania,40.037979,-75.153061,Private
La Sierra University,California,33.910704,-117.500054,Private
Laboure College,Massachusetts,42.260866,-71.058279,Private
Lackawanna College,Pennsylvania,41.411556,-75.658963,Private
Lafayette College,Pennsylvania,40.69956,-75.209786,Private
LaGrange College,Georgia,33.038564,-85.043113,Private
Laguna College of Art and Design,California,33.561448,-117.772564,Private
Lake Erie College,Ohio,41.717841,-81.251817,Private
Lake Erie College of Osteopathic Medicine,Pennsylvania,42.080699,-80.105969,Private
Lake Forest College,Illinois,42.249574,-87.827454,Private
Lake Forest Graduate School of Management,Illinois,42.243432,-87.893204,Private
Lake Michigan College,Michigan,42.097276,-86.393445,Public
Lake Superior State University,Michigan,46.492849,-84.365573,Public
Lake Washington Institute of Technology,Washington,47.705077,-122.167131,Public
Lake-Sumter State College,Florida,28.828649,-81.797193,Public
Lakeland University,Wisconsin,43.841573,-87.883414,Private
Lakeview College of Nursing,Illinois,40.13855,-87.644379,Private
Lamar University,Texas,30.042738,-94.072244,Public
Lancaster Bible College,Pennsylvania,40.075347,-76.287761,Private
Lancaster Theological Seminary,Pennsylvania,40.045235,-76.317631,Private
Lander University,South Carolina,34.199892,-82.164736,Public
Landmark College,Vermont,42.977172,-72.512549,Private
Lane College,Tennessee,35.627378,-88.806535,Private
Langston University,Oklahoma,35.943982,-97.260317,Public
Laredo College,Texas,27.506477,-99.520772,Public
Lasell University,Massachusetts,42.342148,-71.24347,Private
Laurus College,California,35.2682,-120.669519,For-Profit
Lawrence Technological University,Michigan,42.474072,-83.25003,Private
Lawrence University,Wisconsin,44.261323,-88.397822,Private
Le Moyne College,New York,43.049192,-76.090435,Private
Le Moyne-Owen College,Tennessee,35.118641,-90.034101,Private
Lebanon Valley College,Pennsylvania,40.330604,-76.514431,Private
Lee University,Tennessee,35.166019,-84.871399,Private
Lees-McRae College,North Carolina,36.162477,-81.873371,Private
Lehigh University,Pennsylvania,40.606822,-75.380236,Private
Lenoir-Rhyne University,North Carolina,35.739968,-81.327598,Private
Lesley University,Massachusetts,42.38012,-71.117303,Private
LeTourneau University,Texas,32.46632,-94.726394,Private
Lewis & Clark College,Oregon,45.450882,-122.669137,Private
Lewis University,Illinois,41.605432,-88.079032,Private
Lewis-Clark State College,Idaho,46.412199,-117.024875,Public
Lexington Theological Seminary,Kentucky,37.996332,-84.526079,Private
Liberty University,Virginia,37.350232,-79.18222,Private
Life Chiropractic College West,California,37.638099,-122.117619,Private
Life Pacific University,California,34.098705,-117.829388,Private
Life University,Georgia,33.932781,-84.514729,Private
LIM College,New York,40.759865,-73.975054,For-Profit
Limestone College,South Carolina,35.057076,-81.649161,Private
Lincoln Christian University,Illinois,40.148924,-89.346721,Private
Lincoln College,Illinois,40.155442,-89.36153,Private
Lincoln Law School of Sacramento,California,38.57216,-121.464021,For-Profit
Lincoln Memorial University,Tennessee,36.578508,-83.660198,Private
Lincoln University,California,37.804788,-122.269745,Private
Lincoln University,Missouri,38.564431,-92.166724,Public
Lincoln University,Pennsylvania,39.807723,-75.926458,Public
Lindenwood University,Missouri,38.785425,-90.501286,Private
Lindsey Wilson College,Kentucky,37.101502,-85.299997,Private
Linfield College-McMinnville Campus,Oregon,45.201173,-123.199642,Private
