name,state,lat,lng,sector_label
New Jersey City University,New Jersey,40.709937,-74.08727,Public
New Jersey Institute of Technology,New Jersey,40.741997,-74.177113,Public
New Mexico Highlands University,New Mexico,35.596233,-105.219197,Public
New Mexico Institute of Mining and Technology,New Mexico,34.067041,-106.905211,Public
New Mexico State University-Main Campus,New Mexico,32.281568,-106.752069,Public
New Orleans Baptist Theological Seminary,Louisiana,30.004336,-90.043439,Private
New Saint Andrews College,Idaho,46.731422,-117.001804,Private
New York Academy of Art,New York,40.718388,-74.006019,Private
New York Chiropractic College,New York,42.91173,-76.756232,Private
New York College of Health Professions,New York,40.809329,-73.516191,Private
New York College of Podiatric Medicine,New York,40.805037,-73.940496,Private
New York College of Traditional Chinese Medicine,New York,40.73945,-73.638911,Private
New York Film Academy,California,34.152076,-118.335567,For-Profit
New York Institute of Technology,New York,40.812447,-73.6078,Private
New York Law School,New York,40.717998,-74.006969,Private
New York Medical College,New York,41.085031,-73.810042,Private
New York School of Interior Design,New York,40.768615,-73.962404,Private
New York Theological Seminary,New York,40.810869,-73.963793,Private
New York University,New York,40.729452,-73.997264,Private
Newberry College,South Carolina,34.285868,-81.619777,Private
Newbury College,Massachusetts,42.331032,-71.142082,Private
Newman University,Kansas,37.672643,-97.37768,Private
Newschool of Architecture and Design,California,32.71331,-117.153305,For-Profit
Niagara University,New York,43.137279,-79.036689,Private
Nicholls State University,Louisiana,29.794486,-90.801571,Public
Nichols College,Massachusetts,42.044033,-71.930283,Private
Nightingale College,Utah,40.76528,-111.890777,For-Profit
Norfolk State University,Virginia,36.848429,-76.261375,Public
North American University,Texas,29.646303,-95.588338,Private
North Carolina A & T State University,North Carolina,36.07282,-79.773375,Public
North Carolina Central University,North Carolina,35.974237,-78.898602,Public
North Carolina State University at Raleigh,North Carolina,35.785111,-78.674517,Public
North Carolina Wesleyan College,North Carolina,36.019665,-77.773982,Private
North Central College,Illinois,41.77576,-88.14279,Private
North Central State College,Ohio,40.798777,-82.581582,Public
North Central University,Minnesota,44.968625,-93.261511,Private
North Dakota State University-Main Campus,North Dakota,46.893127,-96.800838,Public
North Florida College,Florida,30.473841,-83.420732,Public
North Greenville University,South Carolina,35.069758,-82.37026,Private
North Park University,Illinois,41.975268,-87.709948,Private
North Seattle College,Washington,47.698408,-122.333584,Public
Northcentral University,California,32.910805,-117.243889,Private
Northeast Ohio Medical University,Ohio,41.102919,-81.245302,Public
Northeastern Illinois University,Illinois,41.980399,-87.718983,Public
Northeastern Seminary,New York,43.122873,-77.8007,Private
Northeastern State University,Oklahoma,35.919939,-94.967229,Public
Northeastern University,Massachusetts,42.339992,-71.088782,Private
Northeastern University Lifelong Learning Network,Massachusetts,42.339477,-71.087841,Private
Northern Arizona University,Arizona,35.188449,-111.653724,Public
Northern Baptist Theological Seminary,Illinois,41.809104,-88.056162,Private
Northern Illinois University,Illinois,41.933869,-88.766428,Public
Northern Kentucky University,Kentucky,39.029714,-84.463483,Public
Northern Marianas College,Northern Marianas,15.152247,145.721733,Public
Northern Michigan University,Michigan,46.559751,-87.406568,Public
Northern New Mexico College,New Mexico,36.004073,-106.084395,Public
Northern State University,South Dakota,45.450829,-98.484728,Public
Northern Vermont University,Vermont,44.641736,-72.671154,Public
Northland College,Wisconsin,46.579087,-90.87476,Private
Northpoint Bible College,Massachusetts,42.765357,-71.079335,Private
NorthShore University HealthSystem School of Nurse Anesthesia,Illinois,42.065549,-87.684445,Private
Northwest Christian University,Oregon,44.047483,-123.079754,Private
Northwest College of Art & Design,Washington,47.25249,-122.43885,For-Profit
Northwest Florida State College,Florida,30.540017,-86.47456,Public
Northwest Indian College,Washington,48.794131,-122.614656,Public
Northwest Missouri State University,Missouri,40.351692,-94.883339,Public
Northwest Nazarene University,Idaho,43.562411,-116.565783,Private
Northwest University,Washington,47.657945,-122.192763,Private
Northwest University-College of Adult and Professional Studies,Washington,47.657502,-122.195774,Private
Northwestern College,Iowa,42.999007,-96.058772,Private
Northwestern College,Illinois,41.751724,-87.797406,For-Profit
Northwestern Health Sciences University,Minnesota,44.850963,-93.311222,Private
Northwestern Michigan College,Michigan,44.765436,-85.585517,Public
Northwestern Oklahoma State University,Oklahoma,36.796658,-98.667673,Public
Northwestern Polytechnic University,California,37.477991,-121.925953,Private
Northwestern State University of Louisiana,Louisiana,31.750666,-93.097797,Public
Northwestern University,Illinois,42.050356,-87.679858,Private
Northwood University,Michigan,43.628717,-84.27682,Private
Norwich University,Vermont,44.140237,-72.659783,Private
Nossi College of Art,Tennessee,36.24323,-86.738561,For-Profit
Notre Dame College,Ohio,41.506894,-81.516617,Private
Notre Dame de Namur University,California,37.517111,-122.284794,Private
Notre Dame of Maryland University,Maryland,39.350612,-76.619739,Private
Nova Southeastern University,Florida,26.079337,-80.24248,Private
Nueta Hidatsa Sahnish College,North Dakota,47.983311,-102.472814,Public
Nyack College,New York,40.705756,-74.015628,Private
Oak Hills Christian College,Minnesota,47.425836,-94.901503,Private
Oakland City University,Indiana,38.340891,-87.35144,Private
Oakland University,Michigan,42.674573,-83.216418,Public
Oakwood University,Alabama,34.756344,-86.652705,Private
Oberlin College,Ohio,41.291992,-82.216795,Private
Oblate School of Theology,Texas,29.505434,-98.503113,Private
Occidental College,California,34.127124,-118.210908,Private
Oglala Lakota College,South Dakota,43.366813,-102.240331,Public
Oglethorpe University,Georgia,33.875441,-84.333687,Private
Ohio Christian University,Ohio,39.613155,-82.904885,Private
Ohio Dominican University,Ohio,39.992764,-82.940689,Private
Ohio Northern University,Ohio,40.7662,-83.827441,Private
Ohio State University-Lima Campus,Ohio,40.738521,-84.02384,Public
Ohio State University-Main Campus,Ohio,39.999324,-83.014853,Public
Ohio State University-Mansfield Campus,Ohio,40.796536,-82.580194,Public
Ohio State University-Marion Campus,Ohio,40.577779,-83.090597,Public
Ohio State University-Newark Campus,Ohio,40.069314,-82.447441,Public
Ohio University-Chillicothe Campus,Ohio,39.329404,-83.002175,Public
Ohio University-Eastern Campus,Ohio,40.073392,-80.976073,Public
Ohio University-Lancaster Campus,Ohio,39.738752,-82.586069,Public
Ohio University-Main Campus,Ohio,39.326798,-82.100985,Public
Ohio University-Southern Campus,Ohio,38.524781,-82.666876,Public
Ohio University-Zanesville Campus,Ohio,39.96098,-82.031063,Public
Ohio Valley University,West Virginia,39.312447,-81.537808,Private
Ohio Wesleyan University,Ohio,40.295963,-83.069757,Private
Ohr Hameir Theological Seminary,New York,41.268725,-73.889793,Private
Oikos University,California,37.742256,-122.199689,Private
Oklahoma Baptist University,Oklahoma,35.360492,-96.932459,Private
Oklahoma Christian University,Oklahoma,35.611412,-97.469526,Private
Oklahoma City University,Oklahoma,35.495271,-97.541242,Private
Oklahoma Panhandle State University,Oklahoma,36.594518,-101.638488,Public
Oklahoma State University Center for Health Sciences,Oklahoma,36.137977,-96.005702,Public
Oklahoma State University Institute of Technology,Oklahoma,35.626934,-95.940373,Public
Oklahoma State University-Main Campus,Oklahoma,36.123085,-97.069743,Public
Oklahoma State University-Oklahoma City,Oklahoma,35.474969,-97.581959,Public
Oklahoma Wesleyan University,Oklahoma,36.717453,-95.95671,Private
Old Dominion University,Virginia,36.886418,-76.30666,Public
Olivet College,Michigan,42.442891,-84.923891,Private
Olivet Nazarene University,Illinois,41.155237,-87.875165,Private
Olympic College,Washington,47.574769,-122.635113,Public
Omega Graduate School,Tennessee,35.468142,-85.053774,Private
Oral Roberts University,Oklahoma,36.049129,-95.952547,Private
Oregon College of Art and Craft,Oregon,45.511121,-122.761912,Private
Oregon College of Oriental Medicine,Oregon,45.524121,-122.671099,Private
Oregon Health & Science University,Oregon,45.498772,-122.686096,Public
Oregon Institute of Technology,Oregon,42.257152,-121.785177,Public
Oregon State University,Oregon,44.56395,-123.274723,Public
Oregon State University-Cascades Campus,Oregon,44.042795,-121.333703,Public
Otis College of Art and Design,California,33.956607,-118.416615,Private
Ottawa University-Kansas City,Kansas,38.932055,-94.635461,Private
Ottawa University-Milwaukee,Wisconsin,43.02963,-88.115185,Private
Ottawa University-Online,Kansas,38.602351,-95.264165,Private
Ottawa University-Ottawa,Kansas,38.603173,-95.264187,Private
Ottawa University-Phoenix,Arizona,33.572173,-112.113001,Private
Ottawa University-Surprise,Arizona,33.628923,-112.368233,Private
Otterbein University,Ohio,40.125327,-82.936444,Private
Ouachita Baptist University,Arkansas,34.126093,-93.052471,Private
Our Lady of the Lake University,Texas,29.426194,-98.54365,Private
Ozark Christian College,Missouri,37.103172,-94.510622,Private
Pace University,New York,40.711014,-74.004719,Private
Pacific College,California,33.680043,-117.873382,For-Profit
Pacific College of Health Science-Chicago,Illinois,41.886588,-87.625488,For-Profit
Pacific College of Oriental Medicine-New York,New York,40.7088,-74.006721,For-Profit
Pacific College of Oriental Medicine-San Diego,California,32.778391,-117.16073,For-Profit
Pacific Islands University,Guam,13.465046,144.835821,Private
Pacific Lutheran University,Washington,47.14516,-122.440421,Private
Pacific Northwest College of Art,Oregon,45.526766,-122.678182,Private
Pacific Northwest University of Health Sciences,Washington,46.602872,-120.45598,Private
Pacific Oaks College,California,34.153382,-118.151323,Private
Pacific Rim Christian University,Hawaii,21.328198,-157.888379,Private
Pacific School of Religion,California,37.87669,-122.263155,Private
Pacific States University,California,34.061315,-118.298408,Private
Pacific Union College,California,38.570585,-122.440308,Private
Pacific University,Oregon,45.521394,-123.108777,Private
Pacifica Graduate Institute,California,34.420881,-119.580414,For-Profit
Paier College of Art Inc,Connecticut,41.347714,-72.935048,For-Profit
Paine College,Georgia,33.469545,-81.993225,Private
Palm Beach Atlantic University,Florida,26.7044,-80.05247,Private
Palm Beach State College,Florida,26.61256,-80.08653,Public
Palmer College of Chiropractic,Iowa,41.529021,-90.574607,Private
Palo Alto University,California,37.382216,-122.187437,Private
Pardee RAND Graduate School,California,34.00973,-118.490655,Private
Park University,Missouri,39.189256,-94.679041,Private
Parker University,Texas,32.880335,-96.893564,Private
Pasco-Hernando State College,Florida,28.2751,-82.646727,Public
Patrick Henry College,Virginia,39.138687,-77.690939,Private
Paul Quinn College,Texas,32.678837,-96.755778,Private
Paul Smiths College of Arts and Science,New York,44.433965,-74.252675,Private
Payne Theological Seminary,Ohio,39.715286,-83.884871,Private
PCI College,California,33.87475,-118.100169,For-Profit
Peirce College,Pennsylvania,39.945483,-75.166332,Private
Peninsula College,Washington,48.101295,-123.412865,Public
Pennsylvania Academy of the Fine Arts,Pennsylvania,39.955692,-75.163456,Private
Pennsylvania College of Art and Design,Pennsylvania,40.041152,-76.308769,Private
Pennsylvania College of Health Sciences,Pennsylvania,40.060419,-76.247035,Private
Pennsylvania College of Technology,Pennsylvania,41.234145,-77.023665,Public
Pennsylvania State University-College of Medicine,Pennsylvania,40.264245,-76.67408,Public
Pennsylvania State University-Dickinson Law,Pennsylvania,40.199443,-77.197794,Public
Pennsylvania State University-Main Campus,Pennsylvania,40.7965,-77.862848,Public
Pennsylvania State University-Penn State Abington,Pennsylvania,40.11683,-75.109083,Public
Pennsylvania State University-Penn State Altoona,Pennsylvania,40.54092,-78.408247,Public
Pennsylvania State University-Penn State Beaver,Pennsylvania,40.678254,-80.296235,Public
Pennsylvania State University-Penn State Berks,Pennsylvania,40.357987,-75.972141,Public
Pennsylvania State University-Penn State Brandywine,Pennsylvania,39.926381,-75.446983,Public
Pennsylvania State University-Penn State DuBois,Pennsylvania,41.126941,-78.751784,Public
Pennsylvania State University-Penn State Erie-Behrend College,Pennsylvania,42.119433,-79.983773,Public
Pennsylvania State University-Penn State Fayette- Eberly,Pennsylvania,39.947217,-79.657769,Public
Pennsylvania State University-Penn State Great Valley,Pennsylvania,40.052256,-75.522545,Public
Pennsylvania State University-Penn State Greater Allegheny,Pennsylvania,40.345582,-79.827447,Public
Pennsylvania State University-Penn State Harrisburg,Pennsylvania,40.203766,-76.7423,Public
Pennsylvania State University-Penn State Hazleton,Pennsylvania,40.983958,-76.031061,Public
Pennsylvania State University-Penn State Lehigh Valley,Pennsylvania,40.559208,-75.402507,Public
Pennsylvania State University-Penn State Mont Alto,Pennsylvania,39.842047,-77.542355,Public
Pennsylvania State University-Penn State New Kensington,Pennsylvania,40.551159,-79.697232,Public
Pennsylvania State University-Penn State Schuylkill,Pennsylvania,40.640499,-76.166326,Public
Pennsylvania State University-Penn State Scranton,Pennsylvania,41.440258,-75.620583,Public
Pennsylvania State University-Penn State Shenango,Pennsylvania,41.235053,-80.508764,Public
Pennsylvania State University-Penn State Wilkes-Barre,Pennsylvania,41.306003,-76.016599,Public
Pennsylvania State University-Penn State York,Pennsylvania,39.952327,-76.702835,Public
Pennsylvania State University-World Campus,Pennsylvania,40.832783,-77.841594,Public
Pensacola State College,Florida,30.479267,-87.200265,Public
Pentecostal Theological Seminary,Tennessee,35.162528,-84.868326,Private
Pepperdine University,California,34.037786,-118.707077,Private
Peru State College,Nebraska,40.474689,-95.732731,Public
Pfeiffer University,North Carolina,35.484696,-80.283168,Private
Philadelphia College of Osteopathic Medicine,Pennsylvania,40.004885,-75.216092,Private
Philander Smith College,Arkansas,34.737131,-92.283015,Private
Phillips School of Nursing at Mount Sinai Beth Israel,New York,40.744973,-73.990936,Private
Phillips Theological Seminary,Oklahoma,36.167983,-95.868146,Private
Phoenix Institute of Herbal Medicine & Acupuncture,Arizona,33.52289,-112.068783,For-Profit
Phoenix Seminary,Arizona,33.581645,-111.910665,Private
Piedmont College,Georgia,34.566042,-83.542126,Private
Piedmont International University,North Carolina,36.087962,-80.250153,Private
Pierce College-Fort Steilacoom,Washington,47.172082,-122.570935,Public
Pikes Peak Community College,Colorado,38.764287,-104.787261,Public
Pillar College,New Jersey,40.738539,-74.169153,Private
Pima Medical Institute-Tucson,Arizona,32.248067,-110.878783,For-Profit
Pine Manor College,Massachusetts,42.320827,-71.156464,Private
Pioneer Pacific College,Oregon,45.489861,-122.806581,For-Profit
Pittsburg State University,Kansas,37.392071,-94.702473,Public
Pittsburgh Technical College,Pennsylvania,40.424679,-80.189404,Private
Pittsburgh Theological Seminary,Pennsylvania,40.467347,-79.921397,Private
Pitzer College,California,34.104107,-117.706675,Private
Platt College-Anaheim,California,33.809417,-117.878211,For-Profit
Platt College-Aurora,Colorado,39.661195,-104.854614,For-Profit
Platt College-Los Angeles,California,34.081723,-118.150013,For-Profit
Platt College-Miller-Motte-Wilmington,North Carolina,34.242761,-77.882359,For-Profit
Platt College-Ontario,California,34.068595,-117.571744,For-Profit
Platt College-Riverside,California,33.932923,-117.298365,For-Profit
Platt College-San Diego,California,32.76373,-117.063483,For-Profit
Plaza College,New York,40.714894,-73.831155999999993,For-Profit
Plymouth State University,New Hampshire,43.759573,-71.690164,Public
Point Loma Nazarene University,California,32.718391,-117.250265,Private
Point Park University,Pennsylvania,40.438768,-80.002061,Private
Point University,Georgia,32.87912,-85.184931,Private
Polk State College,Florida,28.032411,-81.711873,Public
Polytechnic University of Puerto Rico-Miami,Florida,25.80915,-80.328482,Private
Polytechnic University of Puerto Rico-Orlando,Florida,28.55158,-81.253943,Private
Pomona College,California,34.099027,-117.714556,Private
Ponce Health Sciences University,Puerto Rico,18.0083,-66.589688,For-Profit
Ponce Health Sciences University-Centro Universitario de San Juan,Puerto Rico,18.441175,-66.059619,For-Profit
Ponce Health Sciences University-East,Puerto Rico,18.0083,-66.589688,For-Profit
Ponce Health Sciences University-St Louis,Missouri,38.63271,-90.195676,For-Profit
Pontifical Catholic University of Puerto Rico-Arecibo,Puerto Rico,18.446006,-66.679114,Private
Pontifical Catholic University of Puerto Rico-Mayaguez,Puerto Rico,18.182375,-67.145695,Private
Pontifical Catholic University of Puerto Rico-Ponce,Puerto Rico,18.00165,-66.617138,Private
Pontifical College Josephinum,Ohio,40.120735,-83.018829,Private
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,District of Columbia,38.931652,-76.998724,Private
Pontifical John Paul II Institute for Studies on Marriage and Family,District of Columbia,38.933246,-76.998606,Private
Pope St John XXIII National Seminary,Massachusetts,42.339408,-71.311059,Private
Portland State University,Oregon,45.511601,-122.686289,Public
Post University,Connecticut,41.535549,-73.081497,For-Profit
Potomac State College of West Virginia University,West Virginia,39.438323,-78.981441,Public
Prairie View A & M University,Texas,30.092425,-95.989475,Public
Pratt Institute-Main,New York,40.691297,-73.96431,Private
Presbyterian College,South Carolina,34.465834,-81.87448,Private
Presbyterian Theological Seminary in America,California,33.88856,-118.047065,Private
Prescott College,Arizona,34.5452,-112.477185,Private
Presentation College,South Dakota,45.483339,-98.49129,Private
Presidio Graduate School,California,37.80026,-122.475292,Private
Princeton Theological Seminary,New Jersey,40.345849,-74.66645,Private
Princeton University,New Jersey,40.348732,-74.659365,Private
Principia College,Illinois,38.948835,-90.350285,Private
Providence Christian College,California,34.149327,-118.141062,Private
Providence College,Rhode Island,41.842742,-71.437446,Private
Provo College,Utah,40.245294,-111.68431,For-Profit
Pueblo Community College,Colorado,38.262124,-104.636258,Public
Puerto Rico School of Nurse Anesthetists,Puerto Rico,18.411332,-66.054156,For-Profit
Purdue University Fort Wayne,Indiana,41.117278,-85.108962,Public
Purdue University Global,Indiana,39.91844,-86.109501,Public
Purdue University Global-Augusta,Maine,44.340912,-69.789786,Public
Purdue University Global-Cedar Falls,Iowa,42.474593,-92.448419,Public
Purdue University Global-Cedar Rapids,Iowa,41.949597,-91.713507,Public
Purdue University Global-Davenport,Iowa,41.555024,-90.550682,Public
Purdue University Global-Des Moines,Iowa,41.645171,-93.778426,Public
Purdue University Global-Hagerstown,Maryland,39.6729,-77.722799,Public
Purdue University Global-Lewiston,Maine,44.09104,-70.214094,Public
Purdue University Global-Lincoln,Nebraska,40.808915,-96.694181,Public
Purdue University Global-Mason City,Iowa,43.149615,-93.238946,Public
Purdue University Global-Milwaukee,Wisconsin,43.038608,-87.913354,Public
Purdue University Global-Omaha,Nebraska,41.309515,-96.072772,Public
Purdue University Global-St. Louis,Missouri,38.690763,-90.449121,Public
Purdue University Northwest,Indiana,41.584324,-87.474236,Public
Purdue University-Main Campus,Indiana,40.428206,-86.914435,Public
Queens University of Charlotte,North Carolina,35.189051,-80.833509,Private
Quincy University,Illinois,39.938898,-91.385975,Private
Quinnipiac University,Connecticut,41.418915,-72.894117,Private
Rabbi Jacob Joseph School,New Jersey,40.501001,-74.397954,Private
Rabbinical Academy Mesivta Rabbi Chaim Berlin,New York,40.618467,-73.963702,Private
Rabbinical College Beth Shraga,New York,41.114116,-74.07258,Private
Rabbinical College Bobover Yeshiva Bnei Zion,New York,40.631954,-73.985026,Private
Rabbinical College of America,New Jersey,40.805705,-74.49878,Private
Rabbinical College of Long Island,New York,40.586427,-73.670238,Private
Rabbinical College of Ohr Shimon Yisroel,New York,40.704389,-73.956772,Private
Rabbinical College Ohr Yisroel,New York,40.629707,-73.896524,Private
Rabbinical College Telshe,Ohio,41.593533,-81.485261,Private
Rabbinical Seminary of America,New York,40.72308,-73.817161,Private
Radford University,Virginia,37.136907,-80.549728,Public
Radford University-Carilion,Virginia,37.265985,-79.939574,Public
Radiological Technologies University VT,Indiana,41.67338,-86.24973,For-Profit
Ramapo College of New Jersey,New Jersey,41.080942,-74.174086,Public
Randall University,Oklahoma,35.300757,-97.491107,Private
Randolph College,Virginia,37.437315,-79.171887,Private
Randolph-Macon College,Virginia,37.76043,-77.478416,Private
Ranken Technical College,Missouri,38.653303,-90.248465,Private
Rasmussen College-Florida,Florida,29.140099,-82.197343,For-Profit
Rasmussen College-Illinois,Illinois,42.267628,-88.998854,For-Profit
Rasmussen College-Kansas,Kansas,39.056302,-95.751719,For-Profit
Rasmussen College-Minnesota,Minnesota,45.548117,-94.206254,For-Profit
Rasmussen College-North Dakota,North Dakota,46.848362,-96.848937,For-Profit
Rasmussen College-Wisconsin,Wisconsin,44.526244,-88.080783,For-Profit
Reconstructionist Rabbinical College,Pennsylvania,40.087689,-75.149506,Private
Red Rocks Community College,Colorado,39.720277,-105.150094,Public
Reed College,Oregon,45.480959,-122.630348,Private
Reformed Presbyterian Theological Seminary,Pennsylvania,40.447417,-79.897657,Private
Reformed University,Georgia,33.971966,-84.07814,Private
Regent University,Virginia,36.801173,-76.194627,Private
Regis College,Massachusetts,42.351291,-71.310561,Private
Regis University,Colorado,39.788175,-105.030756,Private
Reinhardt University,Georgia,34.319756,-84.554264,Private
Reiss-Davis Graduate Center,California,34.030844,-118.41001,Private
Relay Graduate School of Education,New York,40.70563,-74.013948,Private
Remington College-Dallas Campus,Texas,32.860595000000004,-96.654105,Private
Remington College-Fort Worth Campus,Texas,32.776152,-97.213702,Private
Remington College-Heathrow Campus,Florida,28.784765,-81.359465,Private
Remington College-Honolulu Campus,Hawaii,21.309273,-157.860023,Private
Remington College-Memphis Campus,Tennessee,35.071403,-89.989881,Private
Remington College-Mobile Campus,Alabama,30.671139,-88.145035,Private
Remington College-North Houston Campus,Texas,29.946769,-95.424881,Private
Remington College-Shreveport Campus,Louisiana,32.403166,-93.793578,Private
Rensselaer at Hartford,Connecticut,41.773462,-72.673916,Private
Rensselaer Polytechnic Institute,New York,42.729978,-73.676646,Private
Renton Technical College,Washington,47.489206,-122.176303,Public
Research College of Nursing,Missouri,39.006611,-94.556762,For-Profit
Resurrection University,Illinois,41.90748,-87.685291,Private
Rhode Island College,Rhode Island,41.842415,-71.46556,Public
Rhode Island School of Design,Rhode Island,41.825935,-71.407692,Private
Rhodes College,Tennessee,35.154405,-89.990803,Private
Rice University,Texas,29.717897,-95.402035,Private
Richmont Graduate University,Tennessee,35.036337,-85.274642,Private
Rider University,New Jersey,40.278796,-74.737833,Private
Ringling College of Art and Design,Florida,27.360931,-82.547803,Private
Rio Hondo College,California,34.019821,-118.033506,Public
Ripon College,Wisconsin,43.844135,-88.842333,Private
Rivier University,New Hampshire,42.738676,-71.45626,Private
Roanoke College,Virginia,37.294861,-80.055467,Private
Robert Morris University,Pennsylvania,40.520415,-80.210468,Private
Robert Morris University Illinois,Illinois,41.876278,-87.627068,Private
Roberts Wesleyan College,New York,43.125755,-77.798498,Private
Rochester Institute of Technology,New York,43.084188,-77.67386,Private
Rochester University,Michigan,42.667521,-83.144959,Private
Rockefeller University,New York,40.762489,-73.955198,Private
Rockford University,Illinois,42.270639,-89.019536,Private
Rockhurst University,Missouri,39.032318,-94.573003,Private
Rocky Mountain College,Montana,45.796522,-108.554075,Private
Rocky Mountain College of Art and Design,Colorado,39.74332,-105.069911,For-Profit
Rocky Mountain University of Health Professions,Utah,40.211724,-111.656188,For-Profit
Rocky Vista University,Colorado,39.563516,-104.815034,For-Profit
Roger Williams University,Rhode Island,41.650214,-71.260374,Private
Roger Williams University School of Law,Rhode Island,41.650974,-71.261978,Private
Rogers State University,Oklahoma,36.321437,-95.635718,Public
Rollins College,Florida,28.592787,-81.349239,Private
Roosevelt University,Illinois,41.876055,-87.624952,Private
Rosalind Franklin University of Medicine and Science,Illinois,42.300069,-87.859632,Private
Rose-Hulman Institute of Technology,Indiana,39.483602,-87.326749,Private
Roseman University of Health Sciences,Nevada,36.073182,-115.064633,Private
Rosemont College,Pennsylvania,40.033417,-75.32925,Private
Rowan University,New Jersey,39.709108,-75.119119,Public
Rush University,Illinois,41.874742,-87.668581,Private
Rust College,Mississippi,34.776862,-89.446999,Private
Rutgers University-Camden,New Jersey,39.948064,-75.12224,Public
Rutgers University-New Brunswick,New Jersey,40.498769,-74.446251,Public
Rutgers University-Newark,New Jersey,40.739122,-74.175809,Public
Sacred Heart Major Seminary,Michigan,42.375248,-83.111682,Private
Sacred Heart Seminary and School of Theology,Wisconsin,42.910829,-88.04438,Private
Sacred Heart University,Connecticut,41.220893,-73.243332,Private
SAE Expression College,California,37.847631,-122.2954,For-Profit
SAE Institute of Technology-Nashville,Tennessee,36.15039,-86.790448,For-Profit
Saginaw Valley State University,Michigan,43.51176,-83.964273,Public
Saint Ambrose University,Iowa,41.54065,-90.579854,Private
Saint Anselm College,New Hampshire,42.986889,-71.503622,Private
Saint Anthony College of Nursing,Illinois,42.310147,-88.991968,Private
Saint Augustine College,Illinois,41.972414,-87.662806,Private
Saint Augustine's University,North Carolina,35.785468,-78.621301,Private
Saint Charles Borromeo Seminary-Overbrook,Pennsylvania,39.99133,-75.255675,Private
Saint Cloud State University,Minnesota,45.553227,-94.152657,Public
Saint Edward's University,Texas,30.229618,-97.754998,Private
Saint Francis Medical Center College of Nursing,Illinois,40.701241,-89.590322,Private
Saint Francis University,Pennsylvania,40.506734,-78.63904,Private
Saint John Fisher College,New York,43.116259,-77.513056,Private
Saint John Vianney College Seminary,Florida,25.742579,-80.337411,Private
Saint John's Seminary,Massachusetts,42.344146,-71.161998,Private
Saint Johns River State College,Florida,29.647516,-81.681387,Public
Saint Johns University,Minnesota,45.580075,-94.393621,Private
Saint Joseph Seminary College,Louisiana,30.526778,-90.113621,Private
Saint Joseph's College of Maine,Maine,43.826314000000004,-70.483373,Private
Saint Joseph's University,Pennsylvania,39.994442,-75.238343,Private
Saint Leo University,Florida,28.336776,-82.257801,Private
Saint Louis Christian College,Missouri,38.775771,-90.294569,Private
Saint Louis University,Missouri,38.636801,-90.2351,Private
Saint Luke's College of Health Sciences,Missouri,39.051884,-94.594656,Private
Saint Martin's University,Washington,47.041068,-122.816354,Private
Saint Mary-of-the-Woods College,Indiana,39.508546,-87.463791,Private
Saint Mary's College,Indiana,41.707274,-86.256947,Private
Saint Mary's College of California,California,37.840731,-122.109031,Private
Saint Mary's University of Minnesota,Minnesota,44.044736,-91.695449,Private
Saint Meinrad School of Theology,Indiana,38.165546,-86.810388,Private
Saint Michael's College,Vermont,44.494558,-73.167069,Private
Saint Norbert College,Wisconsin,44.44483,-88.067812,Private
Saint Paul School of Theology,Kansas,38.880458,-94.641277,Private
Saint Peter's University,New Jersey,40.727105,-74.071541,Private
Saint Vincent College,Pennsylvania,40.29265,-79.403762,Private
Saint Vincent de Paul Regional Seminary,Florida,26.516538,-80.125185,Private
Saint Vincent Seminary,Pennsylvania,40.29265,-79.403762,Private
Saint Vladimirs Orthodox Theological Seminary,New York,40.969393,-73.824358,Private
Saint Xavier University,Illinois,41.707199,-87.714749,Private
Salem College,North Carolina,36.086271000000004,-80.241297,Private
Salem State University,Massachusetts,42.503575,-70.890234,Public
Salem University,West Virginia,39.288632,-80.571767,For-Profit
Salisbury University,Maryland,38.34648,-75.604815,Public
Salish Kootenai College,Montana,47.598592,-114.111635,Public
Salus University,Pennsylvania,40.085774,-75.129511,Private
Salve Regina University,Rhode Island,41.471545,-71.30124,Private
Sam Houston State University,Texas,30.714738,-95.546205,Public
Samford University,Alabama,33.464128,-86.791799,Private
Samuel Merritt University,California,37.82029,-122.266331,Private
San Diego Christian College,California,32.842404,-116.978112,Private
San Diego Global Knowledge University,California,32.708222,-117.154966,For-Profit
San Diego Mesa College,California,32.803825,-117.169165,Public
San Diego State University,California,32.77525,-117.071228,Public
San Francisco Art Institute,California,37.803575,-122.417,Private
San Francisco Conservatory of Music,California,37.775543,-122.420292,Private
San Francisco State University,California,37.721224,-122.476799,Public
San Francisco Theological Seminary,California,37.969952,-122.565407,Private
San Ignacio University,Florida,25.812652,-80.365552,For-Profit
San Joaquin College of Law,California,36.82448,-119.697657,Private
San Joaquin Valley College-Visalia,California,36.328049,-119.384981,For-Profit
San Jose State University,California,37.336569,-121.880621,Public
San Juan Bautista School of Medicine,Puerto Rico,18.220528,-66.050389,Private
SANS Technology Institute,Maryland,38.991537,-77.097055,For-Profit
Santa Ana College,California,33.759309,-117.887558,Public
Santa Barbara Business College-Bakersfield,California,35.359544,-119.061264,For-Profit
Santa Barbara Business College-Santa Maria,California,34.937806,-120.433296,For-Profit
Santa Clara University,California,37.348362,-121.93784,Private
Santa Fe College,Florida,29.681037,-82.433143,Public
Santa Monica College,California,34.017022,-118.469765,Public
